Country,Sector,Product CN Code,Description,2026 Default Value (Including mark-up),2027 Default Value (Including mark-up),2028 Default Value (Including mark-up)
United States,Iron and steel,73065029,"Precision steel tubes, welded, of circular cross-section, of alloy steel other than stainless (excl. cold-drawn or cold-rolled)",1.573,1.716,1.859
United States,Iron and steel,73065080,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of alloy steel other than stainless (excl. tubes and pipes having internal and external circular cross-sections and an external diameter of > 406,4 mm, and line pipe of a kind used for oil or gas pipelines or casing and tubing of a kind used in drilling for oil or gas, and precision steel tubes)",1.628,1.776,1.924
United States,Iron and steel,73066110,"Tubes and pipes and hollow profiles, welded, of square or rectangular cross-section, of stainless steel",3.597,3.924,4.251
United States,Iron and steel,73066192,"Tubes and pipes and hollow profiles, welded, of square or rectangular cross-section, of iron or steel other than stainless steel, with a wall thickness of <= 2 mm",1.584,1.728,1.872
United States,Iron and steel,73066199,"Tubes and pipes and hollow profiles, welded, of square or rectangular cross-section, of iron or steel other than stainless steel, with a wall thickness of > 2 mm",1.584,1.728,1.872
United States,Iron and steel,73066910,"Tubes, pipes and hollow profiles, welded, of non-circular cross-section, of stainless steel (excl. tubes and pipes having internal and external circular cross-sections and an external diameter of > 406,4 mm, line pipe of a kind used for oil or gas pipelines or casing and tubing of a kind used in drilling for oil or gas, and tubes and pipes and hollow profiles of square or rectangular cross-section)",3.597,3.924,4.251
United States,Iron and steel,73066990,"Tubes, pipes and hollow profiles, welded, of non-circular cross-section, of iron or steel other than stainless steel (excl. tubes and pipes having internal and external circular cross-sections and an external diameter of > 406,4 mm, line pipe of a kind used for oil or gas pipelines or casing and tubing of a kind used in drilling for oil or gas, and tubes and pipes and hollow profiles of square or rectangular cross-section)",1.584,1.728,1.872
United States,Iron and steel,73069000,"Tubes, pipes and hollow profiles ""e.g., open seam, riveted or similarly closed"", of iron or steel (excl. of cast iron, seamless or welded tubes and pipes and tubes and pipes having internal and external circular cross-sections and an external diameter of > 406,4 mm)",1.584,1.728,1.872
,,73069000,,,,
United States,Iron and steel,730711,Tube or pipe fittings of non-malleable cast iron,1.386,1.512,1.638
United States,Iron and steel,73071910,Tube or pipe fittings of cast iron (excl. of non-malleable),1.386,1.512,1.638
United States,Iron and steel,73071990,Cast tube or pipe fittings of steel,1.463,1.596,1.729
United States,Iron and steel,73072100,Flanges of stainless steel (excl. cast products),3.08,3.36,3.64
United States,Iron and steel,730722,"Threaded elbows, bends and sleeves of stainless steel (excl. cast products)",3.08,3.36,3.64
United States,Iron and steel,730723,Butt welding tube or pipe fittings of stainless steel (excl. cast products),3.08,3.36,3.64
United States,Iron and steel,730729,"Tube or pipe fittings of stainless steel (excl. cast products, flanges, threaded elbows, bends and sleeves and butt weldings fittings)",3.08,3.36,3.64
United States,Iron and steel,73079100,Flanges of iron or steel (excl. cast or stainless products),1.551,1.692,1.833
United States,Iron and steel,730792,"Threaded elbows, bends and sleeves, of stainless steel (excl. cast or stainless products)",1.551,1.692,1.833
United States,Iron and steel,730793,"Butt welding fittings of iron or steel (excl. cast iron or stainless steel products, and flanges)",1.551,1.692,1.833
United States,Iron and steel,730799,"Tube or pipe fittings, of iron or steel (excl. cast iron or stainless steel products; flanges; threaded elbows, bends and sleeves; butt welding fittings)",1.551,1.692,1.833
United States,Iron and steel,7308,"Structures and parts of structures ""e.g., bridges and bridge-sections, lock-gates, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, shutters, balustrades, pillars and columns"", of iron or steel; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures, of iron or steel (excl. prefabricated buildings of heading 9406)",3.19,3.48,3.77
United States,Iron and steel,7309,"Reservoirs, tanks, vats and similar containers, of iron or steel, for any material ""other than compressed or liquefied gas"", of a capacity of > 300 l, not fitted with mechanical or thermal equipment, whether or not lined or heat-insulated (excl. containers specifically constructed or equipped for one or more types of transport)",3.509,3.828,4.147
United States,Iron and steel,7310,"Tanks, casks, drums, cans, boxes and similar containers, of iron or steel, for any material ""other than compressed or liquefied gas"", of a capacity of <= 300 l, not fitted with mechanical or thermal equipment, whether or not lined or heat-insulated, n.e.s.",1.584,1.728,1.872
,,7310,,,,
United States,Iron and steel,731100,"Containers of iron or steel, for compressed or liquefied gas (excl. containers specifically constructed or equipped for one or more types of transport)",4.103,4.476,4.849
,,731100,,,,
United States,Iron and steel,73181100,Coach screws of iron or steel,1.529,1.668,1.807
United States,Iron and steel,73181210,Wood screws of stainless steel (excl. coach screws),3.487,3.804,4.121
United States,Iron and steel,73181290,Wood screws of iron or steel other than stainless (excl. coach screws),1.529,1.668,1.807
United States,Iron and steel,73181300,"Screw hooks and screw rings, of iron or steel",1.529,1.668,1.807
United States,Iron and steel,73181410,"Self-tapping screws, of stainless steel (excl. wood screws)",3.487,3.804,4.121
United States,Iron and steel,73181491,Spaced-thread screws of iron or steel other than stainless,1.529,1.668,1.807
United States,Iron and steel,73181499,Self-tapping screws of iron or steel other than stainless (excl. spaced-thread screws and wood screws),1.529,1.668,1.807
United States,Iron and steel,731815,"Threaded screws and bolts, of iron or steel, whether or not with their nuts and washers (excl. coach screws and other wood screws, screw hooks and screw rings, self-tapping screws, lag screws, stoppers, plugs and the like, threaded)",2.838,3.096,3.354
United States,Iron and steel,731816,Nuts of iron or steel,3.333,3.636,3.939
United States,Iron and steel,73181900,"Threaded articles, of iron or steel, n.e.s.",1.529,1.668,1.807
United States,Iron and steel,73182100,"Spring washers and other lock washers, of iron or steel",1.529,1.668,1.807
United States,Iron and steel,73182200,Washers of iron or steel (excl. spring washers and other lock washers),2.013,2.196,2.379
United States,Iron and steel,73182300,Rivets of iron or steel (excl. tubular and bifurcated rivets for particular uses),1.848,2.016,2.184
United States,Iron and steel,73182400,"Cotters and cotter pins, of iron or steel",1.529,1.668,1.807
United States,Iron and steel,73182900,"Non-threaded articles, of iron or steel",1.529,1.668,1.807
,,73182900,,,,
United States,Iron and steel,73261100,"Grinding balls and similar articles for mills, of iron or steel, forged or stamped, but not further worked",1.463,1.596,1.729
United States,Iron and steel,732619,"Articles of iron or steel, forged or stamped, but not further worked, n.e.s. (excl. grinding balls and similar articles for mills)",1.463,1.596,1.729
United States,Iron and steel,73262000,"Articles of iron or steel wire, n.e.s.",1.529,1.668,1.807
United States,Iron and steel,73269030,"Ladders and steps, of iron or steel",1.529,1.668,1.807
United States,Iron and steel,73269040,"Pallets and similar platforms for handling goods, of iron or steel",1.529,1.668,1.807
United States,Iron and steel,73269050,"Reels for cables, piping and the like, of iron or steel",1.529,1.668,1.807
United States,Iron and steel,73269060,"Ventilators, non-mechanical, guttering, hooks and like articles used in the building industry, n.e.s., of iron or steel",1.529,1.668,1.807
United States,Iron and steel,73269092,"Articles of iron or steel, open-die forged, n.e.s.",1.463,1.596,1.729
United States,Iron and steel,73269094,"Articles of iron or steel, closed-die forged, n.e.s.",1.463,1.596,1.729
United States,Iron and steel,73269096,"Sintered articles of iron or steel, n.e.s.",1.463,1.596,1.729
United States,Iron and steel,73269098,"Articles of iron or steel, n.e.s.",1.584,1.728,1.872
Uruguay,Cement,25070080,Calcined clay,,,
Uruguay,Cement,25231000,White clinker,,,
Uruguay,Cement,25231000,Grey clinker,1.21,1.32,1.43
Uruguay,Cement,25232100,White Portland cement,,,
Uruguay,Cement,25232900,Grey Portland cement,1.221,1.332,1.443
Uruguay,Cement,25239000,White hydraulic cements,,,
Uruguay,Cement,25239000,Grey hydraulic cements,1.166,1.272,1.378
Uruguay,Cement,25233000,Aluminous cement,,,
Uruguay,Fertilisers,28080000,Nitric acid; sulphonitric acids,1.838,1.838,1.838
Uruguay,Fertilisers,28141000,Anhydrous ammonia,,,
Uruguay,Fertilisers,28142000,Ammonia in aqueous solution,0.707,0.707,0.707
Uruguay,Fertilisers,28342100,Nitrate of potassium,1.667,1.667,1.667
Uruguay,Fertilisers,3102,"Mineral or chemical fertilizers, nitrogenous",,,
Uruguay,Fertilisers,31021012,"Urea in aqueous solution, containing >45% nitrogen in relation to the weight of the dry product and containing =>31,8% but <=33,2 % by weight of urea (excl. that in packages with a gross weight of <= 10 kg)",0.535,0.535,0.535
Uruguay,Fertilisers,31021015,"Urea in aqueous solution, containing >45% nitrogen in relation to the weight of the dry product and containing >33,2% but <=55% by weight of urea (excl. that in packages with a gross weight of <= 10 kg)",0.869,0.869,0.869
Uruguay,Fertilisers,31021019,"Urea, whether or not in aqueous solution, containing >45% nitrogen in relation to the weight of the dry product (excl. that in tablets or similar forms, or in packages with a gross weight of <= 10 kg, or in aqueous solution containing =>31,8% but <=55% by weight of urea)",1.596,1.596,1.596
Uruguay,Fertilisers,31021090,"Urea, whether or not in aqueous solution, containing <= 45% by weight of nitrogen on the dry anhydrous product (excl. goods of this chapter in tablets or similar forms or in packages of a gross weight of <= 10 kg)",1.566,1.566,1.566
Uruguay,Fertilisers,31022100,"Ammonium sulphate (excl. that in tablets or similar forms, or in packages with a gross weight of <= 10 kg)",0.717,0.717,0.717
Uruguay,Fertilisers,31022900,Double salts and mixtures of ammonium sulphate and ammonium nitrate,1.222,1.222,1.222
Uruguay,Fertilisers,31023010,Ammonium nitrate in aqueous solution (excl. that in packages with a gross weight of <= 10 kg),1.283,1.283,1.283
Uruguay,Fertilisers,31023090,"Ammonium nitrate (excl. that in aqueous solution, in tablets or similar forms, or in packages with a gross weight of <= 10 kg)",1.97,1.97,1.97
Uruguay,Fertilisers,31024010,"Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances, for use as fertilisers, containing <= 28% nitrogen by weight (excl. those in tablets or similar forms, or in packages with a gross weight of <= 10 kg)",1.707,1.707,1.707
Uruguay,Fertilisers,31024090,"Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances, for use as fertilisers, containing > 28% nitrogen by weight (excl. those in tablets or similar forms, or in packages with a gross weight of <= 10 kg)",1.707,1.707,1.707
Uruguay,Fertilisers,31025000,"Sodium nitrate (excl. that in tablets or similar forms, or in packages with a gross weight of <= 10 kg)",2.879,2.879,2.879
Uruguay,Fertilisers,31026000,"Double salts and mixtures of calcium nitrate and ammonium nitrate (excl. those in tablets or similar forms, or in packages with a gross weight of <= 10 kg)",1.656,1.656,1.656
Uruguay,Fertilisers,31028000,Mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution (excl. those in packages with a gross weight of <= 10 kg),1.394,1.394,1.394
Uruguay,Fertilisers,31029000,Mineral or chemical nitrogen fertilisers (excl. urea; ammonium sulphate; ammonium nitrate; sodium nitrate; double salts and mixtures of ammonium nitrate with ammonium sulphate or calcium; mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution; mixtures of ammonium nitrate and calcium carbonate or other non-fertilising inorganic elements; in tablets or similar in packages <= 10 kg),1.535,1.535,1.535
Uruguay,Fertilisers,3105,"Mineral or chemical fertilisers containing two or three of the fertilising elements nitrogen, phosphorus and potassium",,,
Uruguay,Fertilisers,31051000,"Mineral or chemical fertilisers of animal or vegetable origin, in tablets or similar forms, or in packages with a gross weight of <= 10 kg",0.747,0.747,0.747
Uruguay,Fertilisers,31052010,"Mineral or chemical fertilisers containing phosphorus and potassium, with a nitrogen content > 10 % by weight on the dry anhydrous product (excl. those in tablets or similar forms, or in packages with a gross weight of <= 10 kg)",0.889,0.889,0.889
Uruguay,Fertilisers,31052090,"Mineral or chemical fertilisers containing nitrogen, phosphorus and potassium, with a nitrogen content <= 10 % by weight on the dry anhydrous product (excl. those in tablets or similar forms, or in packages with a gross weight of <= 10 kg)",0.616,0.616,0.616
Uruguay,Fertilisers,31053000,"Diammonium hydrogenorthophosphate ""diammonium phosphate"" (excl. that in tablets or similar forms, or in packages with a gross weight of <= 10 kg)",0.576,0.576,0.576
Uruguay,Fertilisers,31054000,"Ammonium dihydrogenorthophosphate ""monoammonium phosphate"", whether or not mixed with diammonium hydrogenorthophosphate ""diammonium phosphate"" (excl. that in tablets or similar forms, or in packages with a gross weight of <= 10 kg)",0.374,0.374,0.374
Uruguay,Fertilisers,31055100,Other mineral or chemical fertilisers containing the two fertilising elements nitrogen and phosphorus (nitrates and phosphates),1.212,1.212,1.212
Uruguay,Fertilisers,31055900,Other mineral or chemical fertilisers containing the two fertilising elements nitrogen and phosphorus (excl. nitrates and phosphates),0.687,0.687,0.687
Uruguay,Fertilisers,31059020,"Mineral or chemical fertilisers containing the two fertilising elements nitrogen and potassium, or one principal fertilising substance only, incl. mixtures of animal or vegetable fertilisers with chemical or mineral fertilisers, containing > 10% nitrogen by weight (excl. in tablets or similar forms, or in packages with a gross weight of <= 10 kg)",1.141,1.141,1.141
Uruguay,Fertilisers,31059080,"Mineral or chemical fertilisers containing the two fertilising elements nitrogen and potassium, or one main fertilising element, incl. mixtures of animal or vegetable fertilisers with chemical or mineral fertilisers, not containing nitrogen or with a nitrogen content, by weight, of <= 10% (excl. in tablets or similar forms or in packages of a gross weight of <= 10 kg)",0.596,0.596,0.596
Uruguay,Aluminium,7601,Unwrought aluminium,0.396,0.432,0.468
Uruguay,Aluminium,7603,Aluminium powders and flakes,2.662,2.904,3.146
Uruguay,Aluminium,76041010,Bars and rods,2.904,3.168,3.432
Uruguay,Aluminium,76041090,Profiles,2.926,3.192,3.458
Uruguay,Aluminium,76042100,Hollow profiles,2.926,3.192,3.458
Uruguay,Aluminium,76042910,Bars and rods,2.904,3.168,3.432
Uruguay,Aluminium,76042990,Profiles,2.926,3.192,3.458
Uruguay,Aluminium,7605,Aluminium wire,2.904,3.168,3.432
Uruguay,Aluminium,7606,"Aluminium plates, sheets and strip, of a thickness exceeding 0,2 mm",3.41,3.72,4.03
Uruguay,Aluminium,7607,"Aluminium foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0,2 mm",3.41,3.72,4.03
Uruguay,Aluminium,7608,Aluminium tubes and pipes,2.926,3.192,3.458
Uruguay,Aluminium,76090000,"Aluminium tube or pipe fittings (for example, couplings, elbows, sleeves)",2.926,3.192,3.458
Uruguay,Aluminium,76101000,"Doors, windows and their frames and thresholds for doors",2.926,3.192,3.458
Uruguay,Aluminium,761090,Other,2.926,3.192,3.458
Uruguay,Aluminium,76109010,"Bridges and bridge-sections, towers and lattice masts",2.926,3.192,3.458
Uruguay,Aluminium,76109090,Other,2.926,3.192,3.458
Uruguay,Aluminium,76110000,"Aluminium reservoirs, tanks, vats and similar containers, for any material (other than compressed or liquefied gas), of a capacity exceeding 300 litres, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment",3.41,3.72,4.03
Uruguay,Aluminium,7612,"Aluminium casks, drums, cans, boxes and similar containers (including rigid or collapsible tubular containers), for any material (other than compressed or liquefied gas), of a capacity not exceeding 300 litres, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment",3.41,3.72,4.03
Uruguay,Aluminium,76130000,Aluminium containers for compressed or liquefied gas,3.41,3.72,4.03
Uruguay,Aluminium,7614,"Stranded wire, cables, plaited bands and the like, of aluminium, not electrically insulated",2.904,3.168,3.432
Uruguay,Aluminium,76161000,"Nails, tacks, staples (other than those of heading 8305), screws, bolts, nuts, screw hooks, rivets, cotters, cotter pins, washers and similar articles",3.41,3.72,4.03
Uruguay,Aluminium,76169100,"Cloth, grill, netting and fencing, of aluminium wire",3.41,3.72,4.03
Uruguay,Aluminium,76169910,Cast,2.662,2.904,3.146
Uruguay,Aluminium,76169990,Other,3.41,3.72,4.03
Uruguay,Hydrogen,28041000,Hydrogen,11.902,12.984,14.066
Uzbekistan,Cement,25070080,Calcined clay,,,
Uzbekistan,Cement,25231000,White clinker,,,
Uzbekistan,Cement,25231000,Grey clinker,1.529,1.668,1.807
Uzbekistan,Cement,25232100,White Portland cement,,,
Uzbekistan,Cement,25232900,Grey Portland cement,1.551,1.692,1.833
Uzbekistan,Cement,25239000,White hydraulic cements,,,
Uzbekistan,Cement,25239000,Grey hydraulic cements,1.485,1.62,1.755
Uzbekistan,Cement,25233000,Aluminous cement,,,
Uzbekistan,Fertilisers,28080000,Nitric acid; sulphonitric acids,2.798,2.798,2.798
Uzbekistan,Fertilisers,28141000,Anhydrous ammonia,2.323,2.323,2.323
Uzbekistan,Fertilisers,28142000,Ammonia in aqueous solution,0.697,0.697,0.697
Uzbekistan,Fertilisers,28342100,Nitrate of potassium,2.293,2.293,2.293
Uzbekistan,Fertilisers,3102,"Mineral or chemical fertilizers, nitrogenous",,,
Uzbekistan,Fertilisers,31021012,"Urea in aqueous solution, containing >45% nitrogen in relation to the weight of the dry product and containing =>31,8% but <=33,2 % by weight of urea (excl. that in packages with a gross weight of <= 10 kg)",0.525,0.525,0.525
Uzbekistan,Fertilisers,31021015,"Urea in aqueous solution, containing >45% nitrogen in relation to the weight of the dry product and containing >33,2% but <=55% by weight of urea (excl. that in packages with a gross weight of <= 10 kg)",0.848,0.848,0.848
Uzbekistan,Fertilisers,31021019,"Urea, whether or not in aqueous solution, containing >45% nitrogen in relation to the weight of the dry product (excl. that in tablets or similar forms, or in packages with a gross weight of <= 10 kg, or in aqueous solution containing =>31,8% but <=55% by weight of urea)",1.586,1.586,1.586
Uzbekistan,Fertilisers,31021090,"Urea, whether or not in aqueous solution, containing <= 45% by weight of nitrogen on the dry anhydrous product (excl. goods of this chapter in tablets or similar forms or in packages of a gross weight of <= 10 kg)",1.555,1.555,1.555
Uzbekistan,Fertilisers,31022100,"Ammonium sulphate (excl. that in tablets or similar forms, or in packages with a gross weight of <= 10 kg)",0.717,0.717,0.717
Uzbekistan,Fertilisers,31022900,Double salts and mixtures of ammonium sulphate and ammonium nitrate,1.515,1.515,1.515
Uzbekistan,Fertilisers,31023010,Ammonium nitrate in aqueous solution (excl. that in packages with a gross weight of <= 10 kg),1.757,1.757,1.757
Uzbekistan,Fertilisers,31023090,"Ammonium nitrate (excl. that in aqueous solution, in tablets or similar forms, or in packages with a gross weight of <= 10 kg)",2.697,2.697,2.697
Uzbekistan,Fertilisers,31024010,"Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances, for use as fertilisers, containing <= 28% nitrogen by weight (excl. those in tablets or similar forms, or in packages with a gross weight of <= 10 kg)",2.323,2.323,2.323
Uzbekistan,Fertilisers,31024090,"Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances, for use as fertilisers, containing > 28% nitrogen by weight (excl. those in tablets or similar forms, or in packages with a gross weight of <= 10 kg)",2.323,2.323,2.323
Uzbekistan,Fertilisers,31025000,"Sodium nitrate (excl. that in tablets or similar forms, or in packages with a gross weight of <= 10 kg)",4.373,4.373,4.373
Uzbekistan,Fertilisers,31026000,"Double salts and mixtures of calcium nitrate and ammonium nitrate (excl. those in tablets or similar forms, or in packages with a gross weight of <= 10 kg)",2.262,2.262,2.262
Uzbekistan,Fertilisers,31028000,Mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution (excl. those in packages with a gross weight of <= 10 kg),1.717,1.717,1.717
Uzbekistan,Fertilisers,31029000,Mineral or chemical nitrogen fertilisers (excl. urea; ammonium sulphate; ammonium nitrate; sodium nitrate; double salts and mixtures of ammonium nitrate with ammonium sulphate or calcium; mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution; mixtures of ammonium nitrate and calcium carbonate or other non-fertilising inorganic elements; in tablets or similar in packages <= 10 kg),1.768,1.768,1.768
Uzbekistan,Fertilisers,3105,"Mineral or chemical fertilisers containing two or three of the fertilising elements nitrogen, phosphorus and potassium",,,
Uzbekistan,Fertilisers,31051000,"Mineral or chemical fertilisers of animal or vegetable origin, in tablets or similar forms, or in packages with a gross weight of <= 10 kg",0.899,0.899,0.899
Uzbekistan,Fertilisers,31052010,"Mineral or chemical fertilisers containing phosphorus and potassium, with a nitrogen content > 10 % by weight on the dry anhydrous product (excl. those in tablets or similar forms, or in packages with a gross weight of <= 10 kg)",1.182,1.182,1.182
Uzbekistan,Fertilisers,31052090,"Mineral or chemical fertilisers containing nitrogen, phosphorus and potassium, with a nitrogen content <= 10 % by weight on the dry anhydrous product (excl. those in tablets or similar forms, or in packages with a gross weight of <= 10 kg)",0.808,0.808,0.808
Uzbekistan,Fertilisers,31053000,"Diammonium hydrogenorthophosphate ""diammonium phosphate"" (excl. that in tablets or similar forms, or in packages with a gross weight of <= 10 kg)",0.576,0.576,0.576
Uzbekistan,Fertilisers,31054000,"Ammonium dihydrogenorthophosphate ""monoammonium phosphate"", whether or not mixed with diammonium hydrogenorthophosphate ""diammonium phosphate"" (excl. that in tablets or similar forms, or in packages with a gross weight of <= 10 kg)",0.374,0.374,0.374
Uzbekistan,Fertilisers,31055100,Other mineral or chemical fertilisers containing the two fertilising elements nitrogen and phosphorus (nitrates and phosphates),1.616,1.616,1.616
Uzbekistan,Fertilisers,31055900,Other mineral or chemical fertilisers containing the two fertilising elements nitrogen and phosphorus (excl. nitrates and phosphates),0.697,0.697,0.697
Uzbekistan,Fertilisers,31059020,"Mineral or chemical fertilisers containing the two fertilising elements nitrogen and potassium, or one principal fertilising substance only, incl. mixtures of animal or vegetable fertilisers with chemical or mineral fertilisers, containing > 10% nitrogen by weight (excl. in tablets or similar forms, or in packages with a gross weight of <= 10 kg)",1.535,1.535,1.535
Uzbekistan,Fertilisers,31059080,"Mineral or chemical fertilisers containing the two fertilising elements nitrogen and potassium, or one main fertilising element, incl. mixtures of animal or vegetable fertilisers with chemical or mineral fertilisers, not containing nitrogen or with a nitrogen content, by weight, of <= 10% (excl. in tablets or similar forms or in packages of a gross weight of <= 10 kg)",0.798,0.798,0.798
Uzbekistan,Aluminium,7601,Unwrought aluminium,0.396,0.432,0.468
Uzbekistan,Aluminium,7603,Aluminium powders and flakes,1.166,1.272,1.378
Uzbekistan,Aluminium,76041010,Bars and rods,1.419,1.548,1.677
Uzbekistan,Aluminium,76041090,Profiles,1.43,1.56,1.69
Uzbekistan,Aluminium,76042100,Hollow profiles,1.43,1.56,1.69
Uzbekistan,Aluminium,76042910,Bars and rods,1.419,1.548,1.677
Uzbekistan,Aluminium,76042990,Profiles,1.43,1.56,1.69
Uzbekistan,Aluminium,7605,Aluminium wire,1.419,1.548,1.677
Uzbekistan,Aluminium,7606,"Aluminium plates, sheets and strip, of a thickness exceeding 0,2 mm",1.914,2.088,2.262
Uzbekistan,Aluminium,7607,"Aluminium foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0,2 mm",1.914,2.088,2.262
Uzbekistan,Aluminium,7608,Aluminium tubes and pipes,1.43,1.56,1.69
Uzbekistan,Aluminium,76090000,"Aluminium tube or pipe fittings (for example, couplings, elbows, sleeves)",1.43,1.56,1.69
Uzbekistan,Aluminium,76101000,"Doors, windows and their frames and thresholds for doors",1.43,1.56,1.69
Uzbekistan,Aluminium,761090,Other,1.43,1.56,1.69
Uzbekistan,Aluminium,76109010,"Bridges and bridge-sections, towers and lattice masts",1.43,1.56,1.69
Uzbekistan,Aluminium,76109090,Other,1.43,1.56,1.69
Uzbekistan,Aluminium,76110000,"Aluminium reservoirs, tanks, vats and similar containers, for any material (other than compressed or liquefied gas), of a capacity exceeding 300 litres, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment",1.914,2.088,2.262
Uzbekistan,Aluminium,7612,"Aluminium casks, drums, cans, boxes and similar containers (including rigid or collapsible tubular containers), for any material (other than compressed or liquefied gas), of a capacity not exceeding 300 litres, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment",1.914,2.088,2.262
Uzbekistan,Aluminium,76130000,Aluminium containers for compressed or liquefied gas,1.914,2.088,2.262
Uzbekistan,Aluminium,7614,"Stranded wire, cables, plaited bands and the like, of aluminium, not electrically insulated",1.419,1.548,1.677
Uzbekistan,Aluminium,76161000,"Nails, tacks, staples (other than those of heading 8305), screws, bolts, nuts, screw hooks, rivets, cotters, cotter pins, washers and similar articles",1.914,2.088,2.262
Uzbekistan,Aluminium,76169100,"Cloth, grill, netting and fencing, of aluminium wire",1.914,2.088,2.262
Uzbekistan,Aluminium,76169910,Cast,1.166,1.272,1.378
Uzbekistan,Aluminium,76169990,Other,1.914,2.088,2.262
Uzbekistan,Hydrogen,28041000,Hydrogen,11.902,12.984,14.066
Uzbekistan,Iron and steel,26011200,Agglomerated iron ores and concentrates (excl. roasted iron pyrites),0.814,0.888,0.962
Uzbekistan,Iron and steel,7201,"Pig iron and spiegeleisen, in pigs, blocks or other primary forms",,,
Uzbekistan,Iron and steel,720211,"Ferro-manganese, containing by weight > 2% of carbon",,,
Uzbekistan,Iron and steel,720219,"Ferro-manganese, containing by weight <= 2% carbon",,,
Uzbekistan,Iron and steel,720241,"Ferro-chromium, containing by weight > 4% of carbon",2.585,2.82,3.055
Uzbekistan,Iron and steel,720249,"Ferro-chromium, containing by weight <= 4% of carbon",,,
Uzbekistan,Iron and steel,72026000,Ferro-nickel,,,
Uzbekistan,Iron and steel,7203,"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99,94%, in lumps, pellets or similar forms",,,
Uzbekistan,Iron and steel,7205,"Granules and powders of pig iron, spiegeleisen, iron or steel (excl. granules and powders of ferro-alloys, turnings and filings of iron or steel, radioactive iron powders ""isotopes"" and certain low-calibre, substandard balls for ballbearings)",4.037,4.404,4.771
,,7205,,,,
Uzbekistan,Iron and steel,72061000,"Ingots, of iron and non-alloy steel (excl. remelted scrap ingots, continuous cast products, iron of heading 7203)",3.465,3.78,4.095
Uzbekistan,Iron and steel,72069000,"Iron and non-alloy steel, in puddled bars or other primary forms (excl. ingots, remelted scrap ingots, continuous cast products, iron of heading 7203)",3.531,3.852,4.173
,,72069000,,,,
Uzbekistan,Iron and steel,72071111,"Semi-finished products, of non-alloy free-cutting steel, containing by weight < 0,25% carbon, of square or rectangular cross-section, the width < twice the thickness, rolled or obtained by continuous casting",3.531,3.852,4.173
Uzbekistan,Iron and steel,72071114,"Semi-finished products, of iron or non-alloy steel, containing by weight < 0,25% carbon, of square or rectangular cross-section, the width < twice the thickness of <= 130 mm, rolled or obtained by continuous casting (excl. free-cutting steel)",3.531,3.852,4.173
Uzbekistan,Iron and steel,72071116,"Semi-finished products, of iron or non-alloy steel, containing by weight < 0,25% carbon, of square or rectangular cross-section, the width < twice the thickness of > 130 mm, rolled or obtained by continuous casting (excl. free-cutting steel)",3.531,3.852,4.173
Uzbekistan,Iron and steel,72071190,"Semi-finished products of iron or non-alloy steel, containing by weight < 0,25% carbon, of rectangular cross-section, the width < twice the thickness, forged",3.465,3.78,4.095
Uzbekistan,Iron and steel,72071210,"Semi-finished products of iron or non-alloy steel, containing by weight < 0,25 of carbon, of rectangular ""other than square"" cross-section, the width measuring >= twice the thickness, rolled or obtained by continuous casting",3.531,3.852,4.173
Uzbekistan,Iron and steel,72071290,"Semi-finished products of iron or non-alloy steel, containing by weight < 0,25% carbon, of rectangular ""other than square"" cross-section, the width >= twice the thickness, forged",3.465,3.78,4.095
Uzbekistan,Iron and steel,72071912,"Semi-finished products, of iron or non-alloy steel, containing by weight < 0,25% carbon, of circular or polygonal cross-section, rolled or obtained by continuous casting",3.531,3.852,4.173
Uzbekistan,Iron and steel,72071919,"Semi-finished products of iron or non-alloy steel, containing by weight < 0,25% carbon, of circular or polygonal cross-section, forged",3.465,3.78,4.095
Uzbekistan,Iron and steel,72071980,"Semi-finished products of iron or non-alloy steel, containing by weight < 0,25% carbon (excl. semi-products, of square, rectangular, circular or polygonal cross-section)",3.531,3.852,4.173
Uzbekistan,Iron and steel,72072011,"Semi-finished products, of non-alloy free-cutting steel, containing by weight >= 0,25% carbon, of square or rectangular cross-section, the width < twice the thickness, rolled or obtained by continuous casting",3.531,3.852,4.173
